year,month,day_of_week,season,time_of_day,country,area_type,population_density_per_sqkm,crime_type,crime_severity_score,victim_count,victim_gender,victim_age_group,injuries_reported,fatalities,financial_loss_usd,weapon_used,suspect_status,case_status,reporting_method,response_time_minutes,officers_assigned,investigation_duration_days,repeat_offender,gang_related,drug_related,cctv_coverage,lighting_condition,prior_incidents_same_location,safety_index,crime_resolved
2022,8,Tuesday,Summer,Evening (6pm-10pm),Pakistan,Rural,57,Theft,4.0,2,Male,65+,0,0,1930.61,Firearm,Under Investigation,Open - Active,Emergency Call,20.8,1,25,Unknown,No,Yes,Partial Coverage,Partially Lit,3,41.5,Yes
2022,8,Thursday,Summer,Afternoon (12pm-6pm),Brazil,Suburban,130,Burglary,5.7,1,Female,46-55,0,0,1232.26,Firearm,Acquitted,Closed - Unsolved,Emergency Call,14.7,10,14,No,Yes,No,No Coverage,Partially Lit,1,34.5,No
2022,5,Friday,Summer,Late Night (2am-6am),Nigeria,Suburban,186,Assault,7.5,2,Male,18-25,1,0,204.26,Blunt Object,Acquitted,Closed - Solved,Online Portal,39.1,4,30,No,Yes,No,Full Coverage,Well Lit,2,71.2,No
2022,5,Tuesday,Winter,Evening (6pm-10pm),Pakistan,Urban,2093,Trafficking,9.3,1,Female,46-55,0,0,673.96,Blunt Object,Unknown,Closed - Unsolved,Police Station,4.7,3,8,Yes,No,No,Full Coverage,Well Lit,2,76.7,No
2022,10,Saturday,Winter,Evening (6pm-10pm),Mexico,Rural,140,Theft,2.5,1,Female,18-25,0,0,368.56,,Arrested,Open - Cold Case,Anonymous Tip,118.0,1,17,Yes,Unknown,No,Full Coverage,Poorly Lit,2,56.3,Yes
2021,3,Thursday,Summer,Evening (6pm-10pm),South Africa,Remote,19,Theft,2.9,2,Male,36-45,0,0,183.79,,At Large,Closed - Unsolved,Police Station,73.0,4,11,Unknown,No,No,No Coverage,Partially Lit,1,53.7,No
2023,7,Saturday,Autumn,Night (10pm-2am),India,Suburban,236,Theft,4.2,1,Unknown,26-35,0,0,351.0,Firearm,Convicted,Open - Active,Emergency Call,9.6,4,10,No,No,No,Full Coverage,Poorly Lit,4,77.5,No
2024,6,Tuesday,Winter,Afternoon (12pm-6pm),South Africa,Suburban,407,Cybercrime,5.2,1,Female,18-25,0,0,748.9,Firearm,Arrested,Closed - Solved,Online Portal,52.8,3,35,Unknown,No,Yes,Partial Coverage,Partially Lit,3,49.3,No
2023,1,Tuesday,Autumn,Night (10pm-2am),India,Remote,26,Theft,5.0,1,Unknown,Under 18,0,0,782.47,,Arrested,Closed - Unsolved,Online Portal,33.1,1,23,No,No,Yes,Full Coverage,Well Lit,3,74.6,No
2021,4,Monday,Winter,Night (10pm-2am),Nigeria,Urban,1154,Trafficking,9.3,1,Female,26-35,0,0,947.26,,Convicted,Open - Active,Online Portal,14.2,3,85,Yes,No,No,Partial Coverage,Well Lit,0,77.2,No
2020,6,Saturday,Winter,Night (10pm-2am),Canada,Rural,147,Theft,4.7,2,Male,36-45,0,0,181.23,Firearm,Convicted,Closed - Unsolved,Police Station,19.3,2,54,No,No,No,Full Coverage,Partially Lit,1,72.3,Yes
2021,11,Thursday,Summer,Morning (6am-12pm),Indonesia,Urban,1250,Robbery,6.2,1,Male,36-45,3,0,688.96,,At Large,Open - Cold Case,Emergency Call,29.0,3,47,No,No,No,Full Coverage,Well Lit,5,20.1,Yes
2022,6,Thursday,Winter,Late Night (2am-6am),Mexico,Suburban,585,Fraud,5.3,3,Male,56-65,0,0,58501.21,,Under Investigation,Open - Active,Online Portal,47.7,2,152,No,No,Unknown,Partial Coverage,Poorly Lit,2,82.2,No
2022,11,Tuesday,Summer,Night (10pm-2am),Germany,Remote,8,Assault,7.8,1,Female,18-25,2,0,52.05,,Arrested,Closed - Solved,Police Station,59.9,1,22,No,No,Yes,Partial Coverage,Poorly Lit,3,84.3,No
2023,12,Sunday,Spring,Evening (6pm-10pm),South Africa,Rural,262,Assault,5.9,1,Female,46-55,4,0,74.9,Knife,Under Investigation,Open - Cold Case,Community Report,33.5,1,125,Yes,No,No,Partial Coverage,Partially Lit,1,34.0,Yes
2020,12,Thursday,Spring,Night (10pm-2am),UK,Rural,163,Vandalism,1.5,1,Female,26-35,0,0,57.87,,Arrested,Closed - Unsolved,Community Report,27.7,3,35,Unknown,No,No,Partial Coverage,Poorly Lit,3,80.5,No
2020,3,Wednesday,Winter,Night (10pm-2am),Pakistan,Suburban,264,Theft,3.1,3,Male,26-35,0,0,227.25,Firearm,Under Investigation,Open - Active,Police Station,14.3,3,51,No,Unknown,No,Partial Coverage,Well Lit,3,45.1,Yes
2022,6,Sunday,Summer,Afternoon (12pm-6pm),South Africa,Rural,131,Burglary,6.4,1,Female,Under 18,0,0,28.73,,Acquitted,Closed - Solved,Police Station,26.7,2,163,Yes,No,Yes,Partial Coverage,Poorly Lit,2,39.7,No
2023,12,Tuesday,Winter,Evening (6pm-10pm),India,Suburban,649,Robbery,6.3,1,Male,65+,4,1,2783.6,Firearm,Acquitted,Closed - Solved,Police Station,36.0,6,115,Yes,No,No,Partial Coverage,Well Lit,1,42.8,No
2021,10,Tuesday,Spring,Afternoon (12pm-6pm),Canada,Rural,35,Cybercrime,4.8,3,Male,18-25,0,0,611.34,Blunt Object,Arrested,Open - Active,Emergency Call,27.3,5,28,No,Unknown,Unknown,Full Coverage,Partially Lit,2,59.5,Yes
2023,6,Wednesday,Summer,Afternoon (12pm-6pm),Canada,Rural,119,Cybercrime,3.4,1,Male,65+,0,0,4851.45,Firearm,At Large,Open - Cold Case,Emergency Call,9.9,2,55,No,No,Unknown,No Coverage,Partially Lit,3,33.7,No
2021,12,Monday,Autumn,Evening (6pm-10pm),UK,Urban,631,Robbery,7.3,1,Male,56-65,1,0,994.33,Firearm,Arrested,Open - Cold Case,Police Station,22.1,3,22,Yes,No,Unknown,Partial Coverage,Partially Lit,2,20.6,No
2024,9,Thursday,Summer,Late Night (2am-6am),Nigeria,Urban,2161,Robbery,8.9,5,Male,36-45,0,0,107.81,Unknown,Convicted,Pending Trial,Police Station,10.0,3,54,No,Unknown,No,Partial Coverage,Partially Lit,5,40.0,No
2024,9,Tuesday,Summer,Morning (6am-12pm),Mexico,Suburban,162,Fraud,3.8,3,Male,65+,0,0,4549.86,Unknown,Acquitted,Closed - Solved,Police Station,21.3,2,67,No,No,Yes,No Coverage,Partially Lit,2,60.7,Yes
2021,2,Sunday,Summer,Night (10pm-2am),Mexico,Rural,26,Sexual Assault,7.1,1,Male,46-55,4,0,284.87,Blunt Object,Arrested,Closed - Unsolved,Online Portal,34.9,2,14,No,No,No,Full Coverage,No Lighting,2,62.0,Yes
2021,4,Thursday,Autumn,Evening (6pm-10pm),Australia,Suburban,223,Domestic Violence,6.3,2,Female,36-45,3,0,7.09,Unknown,Arrested,Closed - Unsolved,Police Station,11.8,4,26,Unknown,No,No,Full Coverage,No Lighting,6,80.5,No
2022,9,Tuesday,Spring,Night (10pm-2am),Pakistan,Urban,1082,Robbery,7.7,1,Unknown,26-35,1,0,324.19,Chemical,At Large,Closed - Solved,Emergency Call,22.4,3,213,No,No,Unknown,Partial Coverage,No Lighting,3,25.6,Yes
2021,4,Wednesday,Winter,Evening (6pm-10pm),India,Urban,3486,Domestic Violence,5.9,1,Female,46-55,4,0,81.87,,Convicted,Open - Active,Online Portal,17.2,2,40,No,No,No,No Coverage,Well Lit,2,39.3,No
2023,8,Monday,Spring,Night (10pm-2am),Brazil,Suburban,158,Cybercrime,4.6,2,Female,26-35,0,0,12662.94,Firearm,Arrested,Open - Cold Case,Emergency Call,28.4,3,55,Yes,No,No,Full Coverage,Poorly Lit,2,53.1,No
2024,10,Wednesday,Spring,Afternoon (12pm-6pm),USA,Rural,79,Theft,4.9,1,Female,18-25,0,0,49.72,Chemical,Under Investigation,Pending Trial,Emergency Call,73.3,4,37,No,Yes,No,Partial Coverage,Partially Lit,1,56.6,No
2023,12,Sunday,Winter,Night (10pm-2am),France,Suburban,303,Theft,2.9,2,Female,56-65,0,0,455.06,Blunt Object,Arrested,Closed - Solved,Emergency Call,27.3,6,11,No,Yes,Unknown,Partial Coverage,Partially Lit,2,55.9,No
2024,3,Monday,Summer,Night (10pm-2am),USA,Suburban,1078,Drug Offense,4.9,1,Male,46-55,0,0,138.18,Blunt Object,At Large,Closed - Unsolved,Online Portal,25.0,6,4,Yes,Unknown,No,No Coverage,Poorly Lit,4,73.5,No
2022,3,Thursday,Summer,Afternoon (12pm-6pm),France,Rural,45,Fraud,4.9,1,Male,36-45,0,0,4846.17,Knife,Convicted,Closed - Unsolved,Police Station,17.7,5,52,Unknown,Yes,No,Partial Coverage,Well Lit,4,67.0,No
2021,9,Tuesday,Summer,Morning (6am-12pm),Brazil,Remote,23,Assault,6.5,1,Male,36-45,1,0,311.54,,At Large,Closed - Solved,Police Station,180.0,3,7,No,No,No,Full Coverage,Well Lit,0,58.8,Yes
2023,11,Sunday,Summer,Night (10pm-2am),India,Suburban,868,Sexual Assault,7.0,1,Female,18-25,0,0,305.67,,Unknown,Closed - Solved,Police Station,39.3,10,27,No,No,Yes,Partial Coverage,Well Lit,4,75.9,No
2022,10,Sunday,Summer,Evening (6pm-10pm),Australia,Suburban,315,Burglary,5.8,5,Male,26-35,0,0,137.1,Knife,Under Investigation,Open - Active,Police Station,39.3,2,54,Yes,No,No,No Coverage,Well Lit,3,84.6,No
2023,8,Tuesday,Autumn,Night (10pm-2am),Canada,Suburban,544,Robbery,9.0,4,Female,46-55,4,0,1232.72,Firearm,Unknown,Pending Trial,Police Station,22.1,3,24,Yes,No,Yes,Full Coverage,Partially Lit,0,70.9,Yes
2021,1,Sunday,Summer,Late Night (2am-6am),Nigeria,Remote,14,Burglary,4.9,2,Male,46-55,0,0,993.55,Blunt Object,At Large,Closed - Unsolved,Emergency Call,64.8,3,14,No,No,Unknown,No Coverage,Well Lit,1,60.8,No
2020,10,Tuesday,Winter,Afternoon (12pm-6pm),India,Rural,101,Robbery,7.9,1,Unknown,26-35,1,0,223.95,,Convicted,Closed - Solved,Police Station,82.0,8,45,No,Unknown,Yes,No Coverage,Poorly Lit,3,62.9,No
2024,2,Tuesday,Spring,Afternoon (12pm-6pm),Pakistan,Suburban,1010,Fraud,3.0,2,Female,65+,0,0,2685.51,Unknown,At Large,Pending Trial,Community Report,47.1,3,20,No,No,No,Full Coverage,No Lighting,2,41.8,No
2021,3,Sunday,Summer,Afternoon (12pm-6pm),Germany,Rural,211,Sexual Assault,8.8,1,Female,Under 18,3,0,338.58,Firearm,Acquitted,Closed - Solved,Police Station,25.5,4,85,No,Unknown,No,No Coverage,Well Lit,2,38.6,Yes
2024,11,Friday,Winter,Night (10pm-2am),Australia,Suburban,519,Assault,6.3,2,Unknown,36-45,4,0,536.62,Firearm,Acquitted,Open - Active,Emergency Call,72.5,2,31,Yes,No,No,No Coverage,Well Lit,0,36.2,No
2024,2,Tuesday,Autumn,Night (10pm-2am),USA,Suburban,245,Robbery,7.6,1,Female,18-25,0,0,324.93,,At Large,Closed - Unsolved,Police Station,11.3,3,37,No,No,Unknown,No Coverage,Poorly Lit,1,83.3,No
2023,3,Tuesday,Spring,Morning (6am-12pm),UK,Rural,64,Cybercrime,4.6,1,Female,26-35,0,0,5354.89,Knife,Arrested,Open - Active,Community Report,45.4,4,105,No,Unknown,No,Full Coverage,Partially Lit,2,66.3,Yes
2023,8,Wednesday,Winter,Evening (6pm-10pm),India,Urban,1719,Theft,2.5,1,Female,46-55,0,0,2066.35,Unknown,Acquitted,Open - Active,Emergency Call,65.9,2,25,Unknown,Unknown,Yes,No Coverage,Partially Lit,4,46.7,Yes
2023,11,Monday,Summer,Late Night (2am-6am),Germany,Urban,7078,Theft,4.3,1,Male,36-45,0,0,218.58,Unknown,Convicted,Open - Active,Police Station,9.5,3,10,No,No,No,Full Coverage,Poorly Lit,1,38.0,Yes
2024,11,Wednesday,Summer,Afternoon (12pm-6pm),USA,Suburban,322,Assault,6.7,4,Male,46-55,2,0,695.39,Blunt Object,Under Investigation,Closed - Solved,Police Station,35.1,4,7,No,Yes,No,Full Coverage,Well Lit,3,37.7,No
2021,12,Wednesday,Summer,Late Night (2am-6am),France,Suburban,520,Robbery,6.8,4,Male,18-25,2,0,142.08,Firearm,Arrested,Closed - Solved,Emergency Call,20.8,2,42,Yes,No,No,No Coverage,Well Lit,4,63.3,Yes
2022,6,Saturday,Autumn,Night (10pm-2am),Brazil,Rural,298,Robbery,8.8,1,Male,18-25,1,0,328.35,Firearm,Under Investigation,Open - Cold Case,Police Station,31.6,3,40,No,Yes,Yes,No Coverage,Poorly Lit,1,79.4,No
2023,7,Monday,Summer,Afternoon (12pm-6pm),UK,Suburban,240,Cybercrime,3.0,1,Unknown,36-45,0,0,9365.63,,Under Investigation,Open - Active,Police Station,23.4,5,40,Yes,No,No,Full Coverage,Well Lit,3,71.1,No
2022,10,Sunday,Autumn,Evening (6pm-10pm),USA,Rural,147,Assault,7.2,2,Male,46-55,4,0,488.45,Unknown,At Large,Open - Active,Anonymous Tip,6.5,3,71,No,No,No,No Coverage,Well Lit,4,61.5,No
2022,10,Saturday,Winter,Evening (6pm-10pm),Australia,Remote,15,Assault,6.1,3,Unknown,18-25,4,0,183.3,,Acquitted,Pending Trial,Community Report,103.7,2,29,Yes,Yes,No,No Coverage,Poorly Lit,2,66.6,No
2022,6,Wednesday,Autumn,Night (10pm-2am),Mexico,Rural,50,Arson,7.6,4,Female,26-35,6,1,8.65,Knife,Convicted,Open - Active,Police Station,33.5,2,340,No,Yes,No,No Coverage,Well Lit,4,64.6,No
2023,1,Wednesday,Spring,Late Night (2am-6am),Brazil,Suburban,367,Robbery,6.9,1,Male,18-25,0,0,319.23,Firearm,At Large,Closed - Unsolved,Emergency Call,45.0,4,64,Yes,Unknown,Yes,No Coverage,Well Lit,6,63.7,Yes
2024,11,Wednesday,Autumn,Evening (6pm-10pm),Mexico,Urban,2756,Domestic Violence,6.0,3,Male,26-35,2,0,43.58,Knife,Convicted,Open - Cold Case,Police Station,39.9,2,26,Unknown,Unknown,No,Partial Coverage,Well Lit,1,44.4,No
2021,3,Tuesday,Winter,Late Night (2am-6am),South Africa,Urban,571,Extortion,5.0,1,Unknown,26-35,0,0,2462.82,,Under Investigation,Closed - Unsolved,Police Station,16.4,1,7,Yes,No,No,Partial Coverage,Partially Lit,2,49.4,No
2024,1,Monday,Spring,Night (10pm-2am),UK,Suburban,900,Domestic Violence,7.2,2,Female,46-55,3,0,185.69,,At Large,Open - Active,Emergency Call,13.0,5,16,No,Unknown,No,Full Coverage,No Lighting,3,58.7,No
2023,12,Thursday,Summer,Morning (6am-12pm),Nigeria,Suburban,851,Murder,9.4,1,Male,56-65,2,2,48.56,,At Large,Closed - Unsolved,Police Station,25.7,1,115,Unknown,Unknown,Unknown,No Coverage,Well Lit,1,75.1,No
2024,10,Wednesday,Autumn,Night (10pm-2am),USA,Urban,2675,Drug Offense,6.0,1,Male,65+,0,0,50.09,,At Large,Closed - Unsolved,Emergency Call,26.7,3,136,Yes,No,Yes,Partial Coverage,Partially Lit,4,68.5,No
2023,12,Friday,Winter,Evening (6pm-10pm),USA,Suburban,261,Drug Offense,6.6,1,Female,46-55,0,0,46.13,Firearm,Convicted,Open - Cold Case,Emergency Call,12.3,2,104,No,No,Yes,No Coverage,Partially Lit,3,77.4,No
2023,9,Wednesday,Winter,Late Night (2am-6am),UK,Urban,3299,Assault,7.7,2,Male,26-35,4,0,118.43,Blunt Object,At Large,Open - Active,Emergency Call,3.4,4,14,Unknown,No,No,Full Coverage,Well Lit,3,15.8,Yes
2020,9,Friday,Winter,Night (10pm-2am),Australia,Urban,4047,Theft,3.7,1,Male,18-25,0,0,134.14,Blunt Object,Unknown,Open - Active,Emergency Call,15.7,1,36,Unknown,Yes,No,Full Coverage,Poorly Lit,3,16.1,No
2024,5,Thursday,Autumn,Late Night (2am-6am),Mexico,Rural,67,Cybercrime,5.1,1,Male,26-35,0,0,4229.64,,Arrested,Open - Active,Community Report,20.8,5,53,Yes,No,Unknown,No Coverage,Partially Lit,1,39.9,Yes
2020,4,Wednesday,Autumn,Afternoon (12pm-6pm),France,Urban,1341,Vandalism,1.0,2,Male,65+,0,0,37.13,Firearm,Convicted,Closed - Solved,Online Portal,12.3,3,130,No,Yes,Yes,Partial Coverage,Well Lit,2,21.3,No
2024,12,Saturday,Autumn,Afternoon (12pm-6pm),Germany,Urban,1295,Assault,7.5,3,Male,36-45,3,0,76.24,,Convicted,Closed - Unsolved,Online Portal,23.2,2,42,Yes,No,No,Partial Coverage,Well Lit,0,17.6,Yes
2024,9,Monday,Autumn,Evening (6pm-10pm),Mexico,Suburban,274,Assault,7.4,1,Female,46-55,3,0,91.03,Firearm,Acquitted,Pending Trial,Police Station,22.4,4,20,No,Yes,Yes,No Coverage,Poorly Lit,1,41.1,Yes
2021,9,Friday,Spring,Evening (6pm-10pm),Brazil,Urban,2633,Domestic Violence,5.1,1,Male,65+,0,0,30.59,Knife,Arrested,Closed - Unsolved,Emergency Call,38.2,1,11,No,No,Unknown,Full Coverage,No Lighting,1,46.9,No
2021,3,Saturday,Winter,Morning (6am-12pm),Australia,Remote,32,Robbery,7.6,1,Male,46-55,1,0,127.33,Knife,Acquitted,Closed - Unsolved,Emergency Call,17.4,3,60,No,No,Unknown,Full Coverage,Partially Lit,3,90.6,No
2023,5,Tuesday,Spring,Evening (6pm-10pm),India,Suburban,695,Burglary,6.7,1,Female,26-35,0,0,158.2,,At Large,Open - Cold Case,Police Station,15.1,4,4,Yes,No,No,Partial Coverage,Well Lit,5,53.8,No
2021,3,Friday,Summer,Evening (6pm-10pm),India,Urban,2598,Theft,2.5,1,Female,46-55,0,0,67.76,Unknown,Convicted,Closed - Unsolved,Police Station,15.3,3,34,No,No,No,No Coverage,Well Lit,2,24.4,No
2024,10,Wednesday,Autumn,Evening (6pm-10pm),UK,Suburban,246,Domestic Violence,6.1,1,Male,65+,1,0,316.5,Unknown,Arrested,Closed - Solved,Police Station,29.3,1,112,No,No,No,Full Coverage,Well Lit,5,40.7,No
2020,2,Tuesday,Summer,Late Night (2am-6am),UK,Remote,19,Theft,3.0,1,Female,18-25,0,0,508.35,Knife,Under Investigation,Pending Trial,Police Station,113.2,2,55,Yes,No,Yes,Partial Coverage,No Lighting,4,36.5,No
2020,1,Monday,Autumn,Morning (6am-12pm),Nigeria,Rural,189,Robbery,7.1,3,Male,26-35,0,0,355.01,Blunt Object,Under Investigation,Closed - Solved,Anonymous Tip,15.0,1,55,No,No,Yes,Full Coverage,Partially Lit,2,81.7,No
2024,12,Wednesday,Winter,Late Night (2am-6am),Australia,Urban,6083,Sexual Assault,7.1,1,Female,36-45,4,0,406.9,,Under Investigation,Closed - Solved,Emergency Call,17.6,3,11,No,Yes,No,Full Coverage,Well Lit,2,56.9,Yes
2023,10,Tuesday,Summer,Morning (6am-12pm),Australia,Rural,49,Burglary,4.8,2,Female,56-65,0,0,557.86,,Arrested,Closed - Unsolved,Online Portal,38.3,2,8,Unknown,Yes,Yes,Partial Coverage,Well Lit,1,41.8,No
2024,2,Monday,Winter,Late Night (2am-6am),India,Suburban,436,Robbery,6.9,3,Male,18-25,4,0,843.38,,At Large,Open - Active,Emergency Call,51.3,2,24,Yes,No,No,No Coverage,Partially Lit,0,52.8,No
2021,8,Sunday,Autumn,Afternoon (12pm-6pm),Egypt,Suburban,1874,Burglary,6.6,1,Male,46-55,0,0,495.0,Knife,Arrested,Closed - Solved,Online Portal,22.0,1,13,No,No,Unknown,No Coverage,Poorly Lit,0,39.4,No
2023,11,Thursday,Summer,Night (10pm-2am),Pakistan,Suburban,305,Assault,6.1,1,Female,26-35,1,0,857.67,Firearm,At Large,Pending Trial,Police Station,24.0,2,26,No,No,Unknown,Partial Coverage,Poorly Lit,2,38.6,No
2023,8,Saturday,Autumn,Afternoon (12pm-6pm),Pakistan,Remote,25,Trafficking,8.9,1,Female,65+,0,0,142495.6,,Unknown,Open - Cold Case,Online Portal,142.0,6,65,Yes,No,Yes,Partial Coverage,Well Lit,2,92.7,No
2023,3,Friday,Summer,Late Night (2am-6am),India,Rural,255,Theft,3.1,1,Male,36-45,0,0,3815.1,,Unknown,Open - Cold Case,Police Station,60.5,1,52,No,Yes,No,Partial Coverage,Well Lit,3,64.3,No
2023,7,Tuesday,Spring,Night (10pm-2am),Turkey,Suburban,688,Theft,2.4,1,Male,26-35,0,0,9.88,,Arrested,Open - Active,Police Station,24.0,3,23,Unknown,No,No,Partial Coverage,Partially Lit,2,77.7,No
2023,7,Wednesday,Summer,Afternoon (12pm-6pm),Brazil,Urban,3348,Assault,8.0,1,Male,Under 18,2,0,81.21,,Arrested,Pending Trial,Community Report,22.9,3,26,Yes,No,No,No Coverage,Partially Lit,2,48.9,No
2022,2,Thursday,Autumn,Evening (6pm-10pm),Pakistan,Suburban,295,Burglary,6.5,1,Male,Under 18,0,0,209.23,Firearm,At Large,Closed - Solved,Emergency Call,40.7,2,20,Yes,No,Unknown,Partial Coverage,Partially Lit,3,62.1,No
2021,9,Tuesday,Winter,Evening (6pm-10pm),India,Urban,1407,Arson,7.6,1,Unknown,46-55,8,1,207.99,,At Large,Closed - Unsolved,Online Portal,21.8,4,53,No,Yes,No,Partial Coverage,Partially Lit,3,28.4,No
2023,3,Friday,Summer,Morning (6am-12pm),Pakistan,Remote,9,Cybercrime,4.4,2,Male,46-55,0,0,1630.67,Blunt Object,Arrested,Closed - Solved,Police Station,16.6,2,426,No,No,No,Full Coverage,Well Lit,2,87.8,No
2021,2,Friday,Summer,Morning (6am-12pm),Pakistan,Urban,4584,Domestic Violence,6.9,1,Male,46-55,2,0,39.5,Unknown,Arrested,Open - Active,Police Station,48.5,5,17,Yes,Unknown,Yes,No Coverage,Well Lit,2,31.1,No
2023,12,Thursday,Winter,Night (10pm-2am),UK,Suburban,392,Domestic Violence,6.0,1,Male,46-55,0,0,33.78,Vehicle,Under Investigation,Open - Active,Emergency Call,21.7,4,15,No,Yes,No,No Coverage,Well Lit,1,69.1,No
2021,3,Wednesday,Autumn,Afternoon (12pm-6pm),Egypt,Urban,1418,Domestic Violence,5.2,2,Female,26-35,0,0,39.55,Knife,Arrested,Closed - Solved,Community Report,21.7,4,38,Unknown,Unknown,No,No Coverage,Partially Lit,1,70.2,Yes
2023,2,Saturday,Winter,Morning (6am-12pm),Nigeria,Urban,3111,Robbery,7.2,3,Male,26-35,1,0,392.78,,At Large,Closed - Solved,Emergency Call,31.7,8,11,Unknown,No,No,No Coverage,No Lighting,2,73.7,No
2023,8,Wednesday,Summer,Night (10pm-2am),South Africa,Urban,2164,Theft,5.0,2,Male,36-45,0,0,800.43,Knife,Arrested,Closed - Solved,Online Portal,40.1,5,56,No,No,Yes,Full Coverage,Poorly Lit,3,53.7,Yes
2021,5,Saturday,Autumn,Morning (6am-12pm),Australia,Remote,11,Domestic Violence,5.5,2,Female,46-55,1,0,49.51,Blunt Object,Arrested,Pending Trial,Online Portal,40.9,3,327,No,Yes,Yes,No Coverage,Partially Lit,10,88.7,Yes
2020,3,Friday,Winter,Evening (6pm-10pm),Nigeria,Suburban,348,Theft,3.6,1,Female,26-35,0,0,341.17,Knife,Under Investigation,Pending Trial,Emergency Call,56.2,3,257,Yes,No,Unknown,Partial Coverage,Poorly Lit,4,77.8,Yes
2020,5,Friday,Autumn,Night (10pm-2am),Turkey,Urban,6021,Robbery,6.0,3,Male,46-55,2,0,226.81,,Arrested,Pending Trial,Emergency Call,8.8,4,21,No,No,Unknown,Partial Coverage,Partially Lit,3,36.9,No
2023,11,Thursday,Autumn,Night (10pm-2am),Canada,Suburban,305,Theft,2.4,1,Female,46-55,0,0,533.93,,Arrested,Open - Active,Emergency Call,44.7,2,12,No,No,Unknown,No Coverage,Well Lit,2,82.2,Yes
2024,11,Saturday,Winter,Evening (6pm-10pm),Germany,Urban,1384,Extortion,6.8,1,Male,26-35,0,0,180.01,,Convicted,Closed - Unsolved,Emergency Call,49.0,4,91,No,Unknown,No,Full Coverage,Partially Lit,0,19.1,Yes
2020,8,Friday,Autumn,Afternoon (12pm-6pm),Brazil,Suburban,120,Drug Offense,4.9,1,Male,65+,0,0,9.68,Chemical,Unknown,Closed - Solved,Emergency Call,8.0,2,72,No,Yes,Yes,No Coverage,Well Lit,6,31.8,No
2023,7,Monday,Autumn,Night (10pm-2am),India,Urban,1987,Burglary,6.7,1,Female,36-45,0,0,121.12,Vehicle,Under Investigation,Pending Trial,Online Portal,5.3,1,53,Yes,No,No,Partial Coverage,Poorly Lit,1,30.0,No
2022,6,Tuesday,Summer,Evening (6pm-10pm),Germany,Suburban,459,Theft,3.2,1,Male,Under 18,0,0,848.29,,Under Investigation,Open - Active,Emergency Call,7.6,10,28,No,No,No,No Coverage,Poorly Lit,4,31.7,No
2022,1,Monday,Autumn,Night (10pm-2am),Canada,Remote,36,Drug Offense,4.6,2,Male,36-45,0,0,10.27,Unknown,Unknown,Closed - Unsolved,Community Report,62.8,4,56,Yes,No,No,Partial Coverage,Partially Lit,3,59.9,Yes
2024,10,Thursday,Autumn,Evening (6pm-10pm),USA,Urban,2652,Theft,3.6,1,Female,36-45,0,0,1270.42,Knife,At Large,Closed - Solved,Anonymous Tip,53.7,4,26,Yes,No,Yes,Full Coverage,No Lighting,3,49.2,No
2022,1,Saturday,Summer,Evening (6pm-10pm),Pakistan,Urban,1669,Fraud,6.2,4,Female,18-25,0,0,3547.61,,Convicted,Pending Trial,Online Portal,8.0,3,64,Yes,Unknown,No,No Coverage,Well Lit,2,32.2,Yes
2022,1,Wednesday,Winter,Night (10pm-2am),Nigeria,Rural,165,Theft,2.1,4,Male,18-25,0,0,108.37,Blunt Object,Arrested,Closed - Unsolved,Emergency Call,40.6,2,46,No,No,Yes,No Coverage,Poorly Lit,1,49.2,No
2020,10,Sunday,Spring,Evening (6pm-10pm),South Africa,Urban,2223,Murder,9.0,4,Female,26-35,4,1,247.1,Blunt Object,Under Investigation,Closed - Unsolved,Police Station,8.3,5,30,Yes,No,Yes,No Coverage,Poorly Lit,1,35.9,No
2020,8,Saturday,Winter,Late Night (2am-6am),USA,Suburban,447,Robbery,8.3,1,Female,46-55,3,1,131.09,Knife,Convicted,Open - Active,Online Portal,12.3,4,73,No,Yes,Unknown,No Coverage,No Lighting,1,79.2,No
2021,8,Saturday,Spring,Afternoon (12pm-6pm),India,Suburban,1219,Domestic Violence,5.3,2,Male,46-55,2,0,55.23,,At Large,Open - Active,Police Station,21.7,2,9,No,Yes,Unknown,Partial Coverage,No Lighting,4,79.0,No
2020,7,Tuesday,Spring,Night (10pm-2am),Pakistan,Suburban,461,Robbery,8.7,1,Male,36-45,0,0,216.98,Firearm,At Large,Open - Cold Case,Police Station,33.8,2,76,No,No,Yes,No Coverage,Partially Lit,2,54.1,No
2023,6,Wednesday,Winter,Evening (6pm-10pm),USA,Rural,88,Drug Offense,4.8,2,Female,46-55,0,0,147.14,Chemical,Acquitted,Closed - Solved,Online Portal,45.6,4,82,No,Yes,Yes,Partial Coverage,No Lighting,1,77.2,No
2022,4,Sunday,Winter,Afternoon (12pm-6pm),Pakistan,Urban,2431,Assault,5.5,1,Female,46-55,3,0,336.16,,Acquitted,Closed - Unsolved,Online Portal,27.5,2,14,Yes,No,Unknown,Full Coverage,Partially Lit,3,44.4,No
2022,1,Tuesday,Autumn,Evening (6pm-10pm),India,Urban,1120,Theft,3.8,1,Male,Under 18,0,0,1346.6,,Acquitted,Open - Active,Emergency Call,20.9,2,13,Yes,No,No,Partial Coverage,Well Lit,4,40.9,No
